\\ machines
4
\\ max power
40
\\ Jobs in machine 1
11
J1	13	3	27	7	0.30837111816816676
J2	16	1	47	3	0.8182094776226425
J3	13	9	101	10	0.6219794059614032
J4	15	5	48	9	0.7557857864439015
J5	15	11	6	4	1.383267866511445
J6	15	11	61	4	1.6137767694399159
J7	12	11	43	1	1.7304950461533717
J8	14	12	53	1	1.5624362939255423
J9	17	9	78	9	1.6212115526857338
J10	14	14	88	7	2.2605174542639084
J11	16	4	78	5	1.2244359806663447
\\ Jobs in machine 2
9
J12	15	1	94	5	1.2281757064591152
J13	14	8	49	4	0.7914344443910162
J14	13	12	68	8	0.6186346255329409
J15	14	3	75	5	0.7833825375594781
J16	16	8	91	6	1.664908429711567
J17	14	2	64	3	0.7408318578569983
J18	13	13	62	3	0.8612171024843362
J19	15	6	76	1	1.4977305175700801
J20	15	9	65	3	0.4459815018256563
\\ Jobs in machine 3
12
J21	16	10	90	6	0.27272835118743066
J22	14	8	78	2	0.5644073514666961
J23	14	10	75	1	1.0110578443593585
J24	14	4	92	6	1.117203771721817
J25	15	10	93	9	1.7829049517701183
J26	16	1	57	9	1.440794150347446
J27	16	8	2	3	0.9744770631730431
J28	14	6	44	8	1.6733237835340544
J29	13	2	51	7	1.304814607551124
J30	14	14	86	8	0.6864401321125367
J31	14	2	7	10	0.9609668556863644
J32	14	10	93	1	0.9551349880402182
\\ Jobs in machine 4
12
J33	13	5	106	7	1.514512774703075
J34	13	14	26	1	1.285585369066779
J35	15	12	42	3	1.595226360603289
J36	16	3	68	3	0.3547571188400962
J37	14	2	82	4	0.6985543952027048
J38	14	13	44	3	0.5391703252259482
J39	13	7	78	10	0.44322720934480975
J40	15	14	96	10	1.180845966329092
J41	14	4	45	5	1.0321887681335105
J42	15	1	14	5	1.065148823878213
J43	14	7	84	8	1.081274367529141
J44	15	7	19	10	1.3917365790254297
\\ Dependencies 
74
1	3
1	4
1	7
1	9
2	7
2	8
2	9
2	10
3	9
3	10
3	11
4	7
4	9
5	7
5	11
6	7
6	9
6	10
6	11
7	9
8	10
8	11
9	10
12	20
13	18
14	18
15	16
15	19
16	20
17	18
17	19
17	20
19	20
21	23
21	28
21	30
21	31
22	24
22	26
22	27
23	29
24	29
24	32
25	26
25	27
25	28
25	29
25	31
26	29
26	30
26	31
26	32
28	30
29	31
30	32
33	38
33	40
34	37
34	38
34	39
35	36
35	41
36	37
36	39
36	42
37	40
37	42
37	43
38	39
38	44
39	42
39	44
40	41
42	44
