\\ machines
3
\\ max power
30
\\ Jobs in machine 1
12
J1	15	1	41	3	1.419930732420433
J2	15	6	100	4	1.1454670745401303
J3	17	1	81	4	1.7189092261228947
J4	15	8	38	3	1.2948643829909663
J5	16	11	73	7	0.8706749671251957
J6	15	12	4	2	1.659584657572415
J7	15	6	65	4	0.1
J8	15	11	99	4	0.8865610106068287
J9	14	14	108	1	0.52109078133809
J10	15	4	71	1	2.02063041379564
J11	16	14	19	4	1.5630137162184827
J12	16	3	5	4	0.7038136426467048
\\ Jobs in machine 2
11
J13	14	8	96	2	0.8615238573489694
J14	14	12	20	4	1.6976282920974832
J15	14	12	2	6	0.18817079115624402
J16	15	13	110	2	0.7038252289641422
J17	14	2	49	7	1.865451204415443
J18	15	5	53	4	1.138437398730689
J19	16	14	68	7	0.8783882593253393
J20	16	13	87	4	1.2047561614987636
J21	15	12	97	2	1.253068336089041
J22	15	14	13	7	0.9614933060454113
J23	14	12	19	1	1.8212972566767216
\\ Jobs in machine 3
12
J24	15	9	56	5	1.2312622034412382
J25	13	10	7	5	0.2137863850170172
J26	14	2	101	5	1.3675475357636069
J27	13	14	85	5	1.861757509457501
J28	15	4	103	2	1.6253500706865305
J29	13	6	66	2	1.1499144395734109
J30	15	7	57	2	1.7116366024347371
J31	13	14	72	4	0.803042551597423
J32	15	14	55	4	1.5316842029914277
J33	14	3	91	4	0.5004142189077542
J34	16	11	17	4	0.7227424244328003
J35	14	5	72	2	0.6595236905347023
\\ Dependencies 
64
1	5
1	8
1	10
2	4
2	12
3	4
3	5
3	6
3	11
4	8
4	12
5	7
5	8
5	10
6	7
6	8
6	9
7	8
7	11
8	12
9	10
9	12
13	15
13	17
13	18
13	21
13	23
14	19
14	21
14	22
15	20
15	21
16	18
16	20
16	21
17	21
18	23
19	21
19	22
20	23
21	23
22	23
24	25
24	26
24	33
25	29
25	32
25	33
26	35
27	30
27	32
27	33
28	29
28	34
28	35
29	33
29	34
30	32
30	34
30	35
31	32
32	33
32	34
34	35
