\\ machines
3
\\ max power
30
\\ Jobs in machine 1
11
J1	15	4	110	6	1.0158412149809926
J2	16	14	37	6	1.6723172554146823
J3	15	11	100	8	0.6156288134314164
J4	15	12	26	5	1.3316282696715036
J5	16	4	37	6	0.47837427137659194
J6	15	9	40	6	1.121904462551345
J7	15	6	98	5	0.49557076257856325
J8	15	5	54	3	0.41146365241597604
J9	15	6	65	4	1.1732145207189963
J10	15	13	81	6	1.181536624167307
J11	16	7	68	2	0.6218043180860761
\\ Jobs in machine 2
11
J12	14	6	11	4	2.2331400181496033
J13	16	1	28	4	1.5389256536616847
J14	15	4	18	2	0.9133472678914911
J15	14	9	79	7	1.120848144973706
J16	14	7	17	2	1.854702839532668
J17	16	7	90	3	0.7470377627492393
J18	15	5	102	7	1.2387860621700484
J19	15	14	106	3	0.4562126642590313
J20	16	7	25	1	1.9811077957882677
J21	15	7	50	3	0.6738650444393852
J22	16	7	105	5	1.313617297724546
\\ Jobs in machine 3
13
J23	14	9	69	3	1.0552219077207194
J24	11	13	20	1	1.213965341076634
J25	15	11	17	8	0.8008377148591348
J26	14	3	49	4	1.893747356370655
J27	14	3	19	4	1.3557617218319202
J28	14	8	77	3	1.7592576871799652
J29	15	4	88	6	1.734255888902354
J30	14	14	49	6	1.639262244028124
J31	15	1	32	7	0.3690085752130864
J32	15	4	60	1	1.2171968029125197
J33	14	6	52	7	0.7244142548945375
J34	14	11	107	6	0.6967307224935981
J35	15	4	87	3	0.40497782022347806
\\ Dependencies 
165
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
2	4
2	5
2	6
2	7
2	8
2	10
3	4
3	5
3	6
3	7
3	8
3	9
3	11
4	6
4	7
4	8
4	9
4	10
4	11
5	6
5	7
5	9
5	10
6	7
6	8
6	9
6	10
6	11
7	8
7	9
8	9
8	10
8	11
9	11
12	14
12	15
12	16
12	17
12	18
12	19
12	20
12	21
12	22
13	14
13	15
13	16
13	17
13	18
13	19
13	20
13	22
14	15
14	17
14	18
14	19
14	20
14	21
14	22
15	16
15	17
15	18
15	19
15	20
16	17
16	18
16	19
16	22
17	18
17	19
17	20
17	21
17	22
18	19
18	20
18	21
18	22
19	20
19	21
19	22
20	21
20	22
21	22
23	24
23	25
23	26
23	27
23	28
23	29
23	30
23	31
23	32
23	33
23	34
23	35
24	25
24	26
24	27
24	28
24	29
24	30
24	31
24	32
24	33
24	34
24	35
25	26
25	27
25	28
25	29
25	30
25	31
25	32
25	33
25	35
26	27
26	29
26	30
26	31
26	32
26	33
26	34
27	28
27	30
27	31
27	32
27	33
27	34
27	35
28	29
28	30
28	31
28	32
28	33
28	34
28	35
29	30
29	31
29	32
29	33
29	35
30	31
30	32
30	33
30	34
30	35
31	32
31	33
31	34
31	35
32	33
32	34
32	35
33	34
33	35
34	35
