\\ machines
5
\\ max power
50
\\ Jobs in machine 1
11
J1	13	5	53	1	0.5837863287126305
J2	15	2	47	11	1.913940002752296
J3	14	9	28	6	1.1525735972488442
J4	14	14	28	5	1.6960886356427816
J5	14	9	62	4	1.9433297079047045
J6	14	10	38	3	1.783533626303518
J7	14	7	21	4	1.984106294043948
J8	15	12	87	9	1.8564383180445763
J9	14	12	54	7	1.4342288734742075
J10	13	11	31	6	0.5441264650996765
J11	13	9	63	8	1.021482486474143
\\ Jobs in machine 2
10
J12	15	10	63	2	1.2305562765402587
J13	15	7	18	3	0.893718900768596
J14	17	9	2	9	2.0731902939895086
J15	15	7	34	7	1.92130200659277
J16	16	3	91	9	1.3667292672635143
J17	14	9	23	4	1.0058162366171515
J18	14	5	84	12	1.1026097720381633
J19	14	10	16	10	1.7150342814611714
J20	15	10	87	4	0.9453201914589555
J21	14	9	31	11	0.9330877675030538
\\ Jobs in machine 3
12
J22	15	14	8	12	0.8553499847579735
J23	14	14	37	7	0.6730394417831472
J24	16	8	77	1	1.0196099485917445
J25	15	5	87	11	1.4470381714679723
J26	15	8	76	8	1.289038240581597
J27	16	11	24	6	1.031711858496957
J28	14	2	44	4	1.8216405634942134
J29	14	6	40	2	0.8294070295489245
J30	15	8	94	2	2.348462014211974
J31	16	12	45	6	1.082675146575359
J32	14	5	37	2	1.0845221910242515
J33	17	12	20	1	0.8747523625317906
\\ Jobs in machine 4
11
J34	14	7	32	10	1.1849746007955424
J35	14	1	39	13	2.2318139753183974
J36	14	6	58	6	0.5957851206240395
J37	14	1	10	12	0.6213258747185083
J38	15	10	21	2	2.5232213396335927
J39	15	8	106	10	2.0364473805652485
J40	16	2	96	4	0.4056314905379358
J41	17	10	12	3	1.5069642976823654
J42	13	3	91	2	1.283207798673431
J43	14	4	37	12	1.3354157777699938
J44	15	3	73	5	0.5999706519447306
\\ Jobs in machine 5
12
J45	15	13	7	10	0.19128240535633023
J46	13	3	58	5	1.3584020428559491
J47	14	8	89	1	1.0214854813284908
J48	15	9	106	3	0.3982531631253192
J49	15	12	62	8	0.5341739683350039
J50	14	8	101	5	0.5250634653682628
J51	15	8	97	12	0.53412870091254
J52	14	12	37	4	1.787510438936946
J53	15	10	80	10	0.3948577583701238
J54	15	3	36	3	1.359503942508261
J55	15	10	38	9	1.8624429165700946
J56	13	1	59	5	0.8349104750638316
\\ Dependencies 
146
1	3
1	4
1	5
1	9
1	10
1	11
2	9
2	10
2	11
3	6
3	7
3	8
3	9
3	10
4	5
4	6
4	9
4	11
5	6
5	11
6	8
6	9
6	11
7	8
7	9
7	11
8	10
8	11
12	13
12	16
12	18
12	19
12	21
13	17
13	19
13	21
14	15
14	18
14	19
14	21
15	16
15	17
15	18
15	20
15	21
16	18
16	21
17	18
17	19
17	21
18	19
18	21
19	20
22	26
22	29
22	32
22	33
23	26
23	30
23	32
23	33
24	25
24	27
24	28
24	31
24	33
25	26
25	27
25	28
25	29
25	31
25	32
25	33
26	27
26	30
26	31
26	33
27	29
27	33
28	29
28	30
28	31
28	32
29	30
29	31
29	32
29	33
30	32
30	33
31	32
32	33
34	35
34	37
34	39
34	43
35	36
35	43
35	44
36	37
36	40
36	42
36	44
37	38
37	39
37	40
37	41
37	42
37	44
38	40
38	41
38	43
39	41
40	43
40	44
41	42
43	44
45	46
45	50
45	51
45	52
45	55
46	47
46	48
46	51
46	53
46	54
47	49
47	51
47	53
47	55
48	49
48	51
48	52
48	53
48	55
49	52
49	54
49	56
50	51
50	56
51	52
52	54
52	55
52	56
53	55
53	56
