\\ machines
4
\\ max power
40
\\ Jobs in machine 1
11
J1	17	14	18	27	2.053108239141821
J2	16	12	56	25	0.548313613919985
J3	15	10	76	1	1.3481555586755887
J4	13	14	18	3	1.1753896538628503
J5	15	2	30	19	1.2537349497851973
J6	12	6	23	25	1.7528308338613696
J7	13	14	14	3	1.8543243724486025
J8	14	1	69	3	1.4160743558997364
J9	14	9	52	24	1.0430324333327596
J10	16	3	63	19	1.4037544024217226
J11	14	14	98	30	1.7068057488338562
\\ Jobs in machine 2
12
J12	13	9	82	4	1.4995580553385093
J13	16	7	80	11	1.589141201242172
J14	14	9	70	10	1.6415578166955371
J15	12	1	48	18	0.6361286635894002
J16	15	10	2	7	1.4694909392354112
J17	14	11	71	21	0.1182848682339166
J18	13	1	17	21	1.249126458895682
J19	14	1	40	17	0.6599213989560048
J20	16	3	36	17	0.9085497216444349
J21	15	14	41	22	1.2995788109636337
J22	15	14	110	11	0.7480399742970045
J23	13	10	104	16	0.5119733281517101
\\ Jobs in machine 3
11
J24	15	9	39	10	1.1675953388953693
J25	15	8	99	11	1.5959998612323123
J26	13	13	42	16	0.6844119830379406
J27	16	6	11	25	0.9627243284209671
J28	14	6	102	7	1.5925825682025458
J29	14	10	19	12	0.6853987681325566
J30	14	8	44	23	0.7383136616555557
J31	14	11	80	13	2.165813391731154
J32	15	7	99	28	2.0366108447535725
J33	16	4	93	11	1.2235537833368673
J34	14	12	30	27	0.5641815564732017
\\ Jobs in machine 4
12
J35	15	4	79	11	1.020006339460721
J36	14	13	81	16	0.1
J37	15	11	39	6	1.4827476162027196
J38	13	9	60	26	1.4337569628178555
J39	15	3	92	21	1.9923096749593125
J40	16	1	75	22	0.7617909335276727
J41	14	7	108	10	1.0102012214111555
J42	14	11	83	25	0.4250755196499466
J43	15	5	57	3	0.9990444901093992
J44	14	5	53	7	1.6346644179522505
J45	14	13	94	13	1.0763955783379089
J46	16	3	28	1	0.6979413787929825
\\ Dependencies 
140
1	3
1	5
1	6
1	8
1	10
1	11
2	3
2	5
2	6
2	7
2	9
2	10
3	4
3	6
3	7
3	8
3	10
4	7
4	8
4	10
4	11
5	6
5	7
5	9
5	11
6	7
6	9
6	10
7	8
8	9
8	10
8	11
9	10
9	11
10	11
12	13
12	14
12	15
12	18
12	19
12	20
12	22
12	23
13	18
13	20
13	22
14	16
14	17
14	18
14	19
14	20
14	21
14	23
15	17
15	20
15	23
16	17
16	18
16	20
16	23
17	20
17	21
17	22
17	23
18	22
19	20
19	21
20	21
20	22
20	23
21	23
22	23
24	25
24	28
24	29
25	26
25	27
25	31
25	32
25	33
25	34
26	28
26	29
26	30
26	31
27	30
27	32
27	34
28	29
28	31
28	33
28	34
29	30
29	32
29	34
30	33
30	34
31	32
31	33
33	34
35	36
35	37
35	38
35	39
35	40
35	41
35	42
35	43
35	45
35	46
36	38
36	40
36	41
36	42
36	43
36	44
36	45
37	43
37	44
37	45
38	39
38	42
38	46
39	40
39	42
39	43
39	44
39	45
40	42
40	43
40	46
41	44
41	45
41	46
42	43
42	45
42	46
43	44
44	45
44	46
